date,year,output_at_basic_values_current_prices_nok_million,intermediate_consumption_current_prices_nok_million,value_added_at_basic_prices_current_prices_nok_million,compensation_of_employees_current_prices_nok_million,taxes_on_production_current_prices_nok_million,subsidies_on_production_current_prices_nok_million,consumption_of_fixed_capital_current_prices_nok_million,operation_surplus_current_prices_nok_million,output_at_basic_values_constant_2015_price_nok_million,intermediate_consumption_constant_2015_prices_nok_million,value_added_at_basic_prices_constant_2015_prices_nok_million,output_at_basic_values_annual_change_in_volume_per_cent,intermediate_consumption_annual_change_in_volume_per_cent,value_added_at_basic_prices_annual_change_in_volume_per_cent,output_at_basic_values_annual_change_in_prices_per_cent,intermediate_consumption_annual_change_in_prices_per_cent,value_added_at_basic_prices_annual_change_in_prices_per_cent,name
2017-12-31,2017,46984,30521,16463,14092,20,430,2649,132,46161,28928,17298,-12.1,-15.4,-5.6,0.6,2.3,-2.4,Manufacture of machinery and equipment n.e.c.
2018-12-31,2018,51920,33336,18584,14524,20,434,2573,1901,50272,30523,19926,8.9,5.5,15.2,1.5,3.5,-2,Manufacture of machinery and equipment n.e.c.
2019-12-31,2019,61113,41806,19307,15572,21,414,2590,1538,57125,36987,19946,13.6,21.2,0.1,3.6,3.5,3.8,Manufacture of machinery and equipment n.e.c.
2020-12-31,2020,52837,34554,18283,15126,21,566,2658,1044,47895,29633,18332,-16.2,-19.9,-8.1,3.1,3.2,3,Manufacture of machinery and equipment n.e.c.
2021-12-31,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Manufacture of machinery and equipment n.e.c.
2022-12-31,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Manufacture of machinery and equipment n.e.c.
1970-12-31,1970,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Manufacture of motor vehicles, trailers and semi-trailers"
1971-12-31,1971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Manufacture of motor vehicles, trailers and semi-trailers"
1972-12-31,1972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Manufacture of motor vehicles, trailers and semi-trailers"
1973-12-31,1973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Manufacture of motor vehicles, trailers and semi-trailers"
1974-12-31,1974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Manufacture of motor vehicles, trailers and semi-trailers"
1975-12-31,1975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Manufacture of motor vehicles, trailers and semi-trailers"
1976-12-31,1976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Manufacture of motor vehicles, trailers and semi-trailers"
1977-12-31,1977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Manufacture of motor vehicles, trailers and semi-trailers"
1978-12-31,1978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Manufacture of motor vehicles, trailers and semi-trailers"
1979-12-31,1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Manufacture of motor vehicles, trailers and semi-trailers"
1980-12-31,1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Manufacture of motor vehicles, trailers and semi-trailers"
1981-12-31,1981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Manufacture of motor vehicles, trailers and semi-trailers"
1982-12-31,1982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Manufacture of motor vehicles, trailers and semi-trailers"
1983-12-31,1983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Manufacture of motor vehicles, trailers and semi-trailers"
1984-12-31,1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Manufacture of motor vehicles, trailers and semi-trailers"
1985-12-31,1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Manufacture of motor vehicles, trailers and semi-trailers"
1986-12-31,1986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Manufacture of motor vehicles, trailers and semi-trailers"
1987-12-31,1987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Manufacture of motor vehicles, trailers and semi-trailers"
1988-12-31,1988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Manufacture of motor vehicles, trailers and semi-trailers"
1989-12-31,1989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Manufacture of motor vehicles, trailers and semi-trailers"
1990-12-31,1990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Manufacture of motor vehicles, trailers and semi-trailers"
1991-12-31,1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Manufacture of motor vehicles, trailers and semi-trailers"
1992-12-31,1992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Manufacture of motor vehicles, trailers and semi-trailers"
1993-12-31,1993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Manufacture of motor vehicles, trailers and semi-trailers"
1994-12-31,1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Manufacture of motor vehicles, trailers and semi-trailers"
1995-12-31,1995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Manufacture of motor vehicles, trailers and semi-trailers"
1996-12-31,1996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Manufacture of motor vehicles, trailers and semi-trailers"
1997-12-31,1997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Manufacture of motor vehicles, trailers and semi-trailers"
1998-12-31,1998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Manufacture of motor vehicles, trailers and semi-trailers"
1999-12-31,1999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Manufacture of motor vehicles, trailers and semi-trailers"
2000-12-31,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Manufacture of motor vehicles, trailers and semi-trailers"
2001-12-31,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Manufacture of motor vehicles, trailers and semi-trailers"
2002-12-31,2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Manufacture of motor vehicles, trailers and semi-trailers"
2003-12-31,2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Manufacture of motor vehicles, trailers and semi-trailers"
2004-12-31,2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Manufacture of motor vehicles, trailers and semi-trailers"
2005-12-31,2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Manufacture of motor vehicles, trailers and semi-trailers"
2006-12-31,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Manufacture of motor vehicles, trailers and semi-trailers"
2007-12-31,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Manufacture of motor vehicles, trailers and semi-trailers"
2008-12-31,2008,8746,6156,2590,2516,1,8,590,-509,7949,6662,1729,-5,0.4,-17.2,1.7,-2.9,14.6,"Manufacture of motor vehicles, trailers and semi-trailers"
2009-12-31,2009,5356,3499,1857,1832,1,9,594,-561,5592,4123,1564,-29.6,-38.1,-9.5,-13,-8.2,-20.7,"Manufacture of motor vehicles, trailers and semi-trailers"
2010-12-31,2010,6498,4478,2020,1756,1,9,576,-304,6732,4913,1920,20.4,19.1,22.7,0.8,7.4,-11.4,"Manufacture of motor vehicles, trailers and semi-trailers"
2011-12-31,2011,7356,5104,2252,1924,1,8,546,-211,7584,5378,2298,12.7,9.5,19.7,0.5,4.1,-6.9,"Manufacture of motor vehicles, trailers and semi-trailers"
2012-12-31,2012,7156,4850,2306,1977,1,24,539,-187,7484,5439,2140,-1.3,1.1,-6.9,-1.4,-6,10,"Manufacture of motor vehicles, trailers and semi-trailers"
2013-12-31,2013,7502,5022,2480,2164,1,11,542,-216,7885,5665,2309,5.4,4.2,7.9,-0.5,-0.6,-0.3,"Manufacture of motor vehicles, trailers and semi-trailers"
2014-12-31,2014,6738,4305,2433,2187,1,34,567,-288,7010,4568,2439,-11.1,-19.4,5.6,1,6.3,-7.1,"Manufacture of motor vehicles, trailers and semi-trailers"
2015-12-31,2015,6009,3964,2045,1943,4,11,582,-473,6009,3964,2045,-14.3,-13.2,-16.2,4,6.1,0.2,"Manufacture of motor vehicles, trailers and semi-trailers"
2016-12-31,2016,7089,4760,2329,1569,4,1,558,199,6997,4805,2192,16.4,21.2,7.2,1.3,-0.9,6.3,"Manufacture of motor vehicles, trailers and semi-trailers"
2017-12-31,2017,8022,5386,2636,1669,4,1,536,428,7929,5165,2744,13.3,7.5,25.2,-0.1,5.3,-9.6,"Manufacture of motor vehicles, trailers and semi-trailers"
2018-12-31,2018,7825,5332,2493,1787,4,3,545,160,7610,4859,2740,-4,-5.9,-0.2,1.6,5.2,-5.3,"Manufacture of motor vehicles, trailers and semi-trailers"
2019-12-31,2019,8428,5752,2676,1830,5,1,559,283,8017,5099,2912,5.4,4.9,6.3,2.2,2.8,1,"Manufacture of motor vehicles, trailers and semi-trailers"
2020-12-31,2020,8384,5950,2434,1652,5,17,595,199,6676,5164,1298,-16.7,1.3,-55.4,19.5,2.1,104,"Manufacture of motor vehicles, trailers and semi-trailers"
2021-12-31,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Manufacture of motor vehicles, trailers and semi-trailers"
2022-12-31,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Manufacture of motor vehicles, trailers and semi-trailers"
1970-12-31,1970,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Building of ships, oil platforms and moduls"
1971-12-31,1971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Building of ships, oil platforms and moduls"
1972-12-31,1972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Building of ships, oil platforms and moduls"
1973-12-31,1973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Building of ships, oil platforms and moduls"
1974-12-31,1974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Building of ships, oil platforms and moduls"
1975-12-31,1975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Building of ships, oil platforms and moduls"
1976-12-31,1976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Building of ships, oil platforms and moduls"
1977-12-31,1977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Building of ships, oil platforms and moduls"
1978-12-31,1978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Building of ships, oil platforms and moduls"
1979-12-31,1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Building of ships, oil platforms and moduls"
1980-12-31,1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Building of ships, oil platforms and moduls"
1981-12-31,1981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Building of ships, oil platforms and moduls"
1982-12-31,1982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Building of ships, oil platforms and moduls"
1983-12-31,1983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Building of ships, oil platforms and moduls"
1984-12-31,1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Building of ships, oil platforms and moduls"
1985-12-31,1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Building of ships, oil platforms and moduls"
1986-12-31,1986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Building of ships, oil platforms and moduls"
1987-12-31,1987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Building of ships, oil platforms and moduls"
1988-12-31,1988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Building of ships, oil platforms and moduls"
1989-12-31,1989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Building of ships, oil platforms and moduls"
1990-12-31,1990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Building of ships, oil platforms and moduls"
1991-12-31,1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Building of ships, oil platforms and moduls"
1992-12-31,1992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Building of ships, oil platforms and moduls"
1993-12-31,1993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Building of ships, oil platforms and moduls"
1994-12-31,1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Building of ships, oil platforms and moduls"
1995-12-31,1995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Building of ships, oil platforms and moduls"
1996-12-31,1996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Building of ships, oil platforms and moduls"
1997-12-31,1997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Building of ships, oil platforms and moduls"
1998-12-31,1998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Building of ships, oil platforms and moduls"
1999-12-31,1999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Building of ships, oil platforms and moduls"
2000-12-31,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Building of ships, oil platforms and moduls"
2001-12-31,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Building of ships, oil platforms and moduls"
2002-12-31,2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Building of ships, oil platforms and moduls"
2003-12-31,2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Building of ships, oil platforms and moduls"
2004-12-31,2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Building of ships, oil platforms and moduls"
2005-12-31,2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Building of ships, oil platforms and moduls"
2006-12-31,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Building of ships, oil platforms and moduls"
2007-12-31,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Building of ships, oil platforms and moduls"
2008-12-31,2008,81369,61878,19491,17855,3,21,1862,-208,100725,77583,23552,-2.5,-4.3,3.4,6.1,6.5,4.7,"Building of ships, oil platforms and moduls"
2009-12-31,2009,67843,49389,18454,16297,3,23,2049,128,79983,61385,18915,-20.6,-20.9,-19.7,5,0.9,17.9,"Building of ships, oil platforms and moduls"
2010-12-31,2010,53937,35922,18015,15294,3,40,1915,843,63508,45347,17818,-20.6,-26.1,-5.8,0.1,-1.5,3.6,"Building of ships, oil platforms and moduls"
2011-12-31,2011,58378,40318,18060,15798,3,46,1852,453,66879,49312,17543,5.3,8.7,-1.5,2.8,3.2,1.8,"Building of ships, oil platforms and moduls"
2012-12-31,2012,67571,48504,19067,17631,3,49,1843,-361,75369,57205,18473,12.7,16,5.3,2.7,3.7,0.3,"Building of ships, oil platforms and moduls"
2013-12-31,2013,74892,54044,20848,18862,3,51,2058,-24,80197,59464,20811,6.4,4,12.7,4.2,7.2,-2.9,"Building of ships, oil platforms and moduls"
2014-12-31,2014,77313,56535,20778,19925,3,53,2143,-1240,79648,58210,21437,-0.7,-2.1,3,3.9,6.9,-3.2,"Building of ships, oil platforms and moduls"
2015-12-31,2015,64538,46708,17830,17088,21,61,2158,-1376,64538,46708,17830,-19,-19.8,-16.8,3,3,3.2,"Building of ships, oil platforms and moduls"
2016-12-31,2016,51881,35668,16213,15087,22,78,2072,-890,51289,35312,15977,-20.5,-24.4,-10.4,1.2,1,1.5,"Building of ships, oil platforms and moduls"
2017-12-31,2017,48568,34203,14365,13509,26,16,2077,-1231,48695,34347,14352,-5.1,-2.7,-10.2,-1.4,-1.4,-1.4,"Building of ships, oil platforms and moduls"
2018-12-31,2018,52432,40562,11870,14035,26,30,2191,-4352,51454,37840,13626,5.7,10.2,-5.1,2.2,7.6,-13,"Building of ships, oil platforms and moduls"
2019-12-31,2019,55985,41166,14819,14905,28,6,2145,-2253,54370,37905,16957,5.7,0.2,24.4,1.1,1.3,0.3,"Building of ships, oil platforms and moduls"
2020-12-31,2020,56878,42522,14356,14120,30,109,2226,-1911,52777,37350,15770,-2.9,-1.5,-7,4.7,4.8,4.2,"Building of ships, oil platforms and moduls"
2021-12-31,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Building of ships, oil platforms and moduls"
2022-12-31,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Building of ships, oil platforms and moduls"
1970-12-31,1970,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Manufacture of furniture
1971-12-31,1971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Manufacture of furniture
1972-12-31,1972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Manufacture of furniture
1973-12-31,1973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Manufacture of furniture
1974-12-31,1974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Manufacture of furniture
1975-12-31,1975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Manufacture of furniture
1976-12-31,1976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Manufacture of furniture
1977-12-31,1977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Manufacture of furniture
1978-12-31,1978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Manufacture of furniture
1979-12-31,1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Manufacture of furniture
1980-12-31,1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Manufacture of furniture
1981-12-31,1981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Manufacture of furniture
1982-12-31,1982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Manufacture of furniture
1983-12-31,1983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Manufacture of furniture
1984-12-31,1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Manufacture of furniture
1985-12-31,1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Manufacture of furniture
1986-12-31,1986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Manufacture of furniture
1987-12-31,1987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Manufacture of furniture
1988-12-31,1988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Manufacture of furniture
1989-12-31,1989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Manufacture of furniture
1990-12-31,1990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Manufacture of furniture
1991-12-31,1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Manufacture of furniture
1992-12-31,1992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Manufacture of furniture
1993-12-31,1993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Manufacture of furniture
1994-12-31,1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Manufacture of furniture
1995-12-31,1995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Manufacture of furniture
1996-12-31,1996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Manufacture of furniture
1997-12-31,1997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Manufacture of furniture
1998-12-31,1998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Manufacture of furniture
1999-12-31,1999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Manufacture of furniture
2000-12-31,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Manufacture of furniture
2001-12-31,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Manufacture of furniture
2002-12-31,2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Manufacture of furniture
2003-12-31,2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Manufacture of furniture
2004-12-31,2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Manufacture of furniture
2005-12-31,2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Manufacture of furniture
2006-12-31,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Manufacture of furniture
2007-12-31,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Manufacture of furniture
2008-12-31,2008,11870,7574,4296,3087,1,48,571,685,13877,8480,5414,-6.4,-1,-14.6,4.8,4.8,4.8,Manufacture of furniture
2009-12-31,2009,9257,5702,3555,2694,1,61,571,350,10107,6260,3849,-27.2,-26.2,-28.9,7.1,2,16.4,Manufacture of furniture
2010-12-31,2010,8274,4735,3539,2451,2,69,510,645,9175,5377,3796,-9.2,-14.1,-1.4,-1.5,-3.3,0.9,Manufacture of furniture
2011-12-31,2011,8553,5130,3423,2434,2,68,497,558,9306,5654,3661,1.4,5.2,-3.6,1.9,3,0.3,Manufacture of furniture
2012-12-31,2012,8531,4964,3567,2463,2,69,490,681,9110,5358,3756,-2.1,-5.2,2.6,1.9,2.1,1.6,Manufacture of furniture
2013-12-31,2013,8238,4720,3518,2383,2,75,480,728,8741,5075,3667,-4.1,-5.3,-2.4,0.6,0.4,1,Manufacture of furniture
2014-12-31,2014,8192,4820,3372,2325,2,70,490,625,8506,4959,3549,-2.7,-2.3,-3.2,2.2,4.5,-1,Manufacture of furniture
2015-12-31,2015,7931,4711,3220,2353,6,75,503,433,7931,4711,3220,-6.8,-5,-9.3,3.8,2.9,5.3,Manufacture of furniture
2016-12-31,2016,8417,4811,3606,2368,7,73,499,805,8165,4716,3449,3,0.1,7.1,3.1,2,4.6,Manufacture of furniture
2017-12-31,2017,8578,4839,3739,2476,8,68,522,801,8173,4694,3478,0.1,-0.5,0.8,1.8,1,2.8,Manufacture of furniture
2018-12-31,2018,8844,5296,3548,2500,8,66,529,577,8182,4933,3258,0.1,5.1,-6.3,3,4.1,1.3,Manufacture of furniture
2019-12-31,2019,8977,5281,3696,2559,9,64,534,658,8076,4775,3309,-1.3,-3.2,1.6,2.8,3,2.6,Manufacture of furniture
2020-12-31,2020,9485,5660,3825,2540,9,80,550,806,8301,5085,3225,2.8,6.5,-2.5,2.8,0.6,6.2,Manufacture of furniture
2021-12-31,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Manufacture of furniture
2022-12-31,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Manufacture of furniture
1970-12-31,1970,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Other manufacturing
1971-12-31,1971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Other manufacturing
1972-12-31,1972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Other manufacturing
1973-12-31,1973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Other manufacturing
1974-12-31,1974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Other manufacturing
