date,year,quarter,average_monthly_basic_earnings_nok,average_monthly_earnings_nok,number_of_employees,number_of_jobs_employments,consumer_price_index_2015_100
2016-12-31,2016,4,NA,NA,1152,1152,104.4
2017-03-31,2017,1,NA,NA,1158,1161,105
2017-06-30,2017,2,NA,NA,1152,1152,105.8
2017-09-30,2017,3,NA,NA,1185,1185,105.9
2017-12-31,2017,4,NA,NA,1162,1162,106.1
2018-03-31,2018,1,NA,NA,1161,1161,107.3
2018-06-30,2018,2,NA,NA,1154,1154,108.5
2018-09-30,2018,3,NA,NA,1185,1190,109.5
2018-12-31,2018,4,NA,NA,1157,1160,109.8
2019-03-31,2019,1,NA,NA,1170,1176,110.4
2019-06-30,2019,2,NA,NA,1180,1183,110.6
2019-09-30,2019,3,NA,NA,1204,1218,111.1
2019-12-31,2019,4,NA,NA,1226,1226,111.3
2020-03-31,2020,1,NA,NA,1221,1221,111.2
2020-06-30,2020,2,NA,NA,1197,1203,112.1
2020-09-30,2020,3,NA,NA,1233,1239,112.9
2020-12-31,2020,4,NA,NA,1187,1193,112.9
2021-03-31,2021,1,NA,NA,1183,1186,114.6
2021-06-30,2021,2,NA,NA,1201,1204,115.3
2021-09-30,2021,3,NA,NA,940,943,117.5
2021-12-31,2021,4,NA,NA,995,998,118.9
2022-03-31,2022,1,NA,NA,992,1001,119.8
2022-06-30,2022,2,NA,NA,966,966,122.6
2022-09-30,2022,3,NA,NA,985,994,125.6
2022-12-31,2022,4,NA,NA,963,973,125.9
2016-03-31,2016,1,47200,53420,9263,9350,102.5
2016-06-30,2016,2,45330,49390,9275,9369,103.8
2016-09-30,2016,3,47570,49380,9618,9715,104.2
2016-12-31,2016,4,48580,51020,9445,9543,104.4
2017-03-31,2017,1,48800,53850,9369,9441,105
2017-06-30,2017,2,48180,55460,9406,9477,105.8
2017-09-30,2017,3,48890,50770,9766,9857,105.9
2017-12-31,2017,4,49900,52150,9480,9564,106.1
2018-03-31,2018,1,50050,55290,9474,9550,107.3
2018-06-30,2018,2,49520,54830,9512,9600,108.5
2018-09-30,2018,3,50220,51970,9896,9964,109.5
2018-12-31,2018,4,51590,53430,9535,9610,109.8
2019-03-31,2019,1,51550,56380,9602,9682,110.4
2019-06-30,2019,2,51380,57200,9585,9682,110.6
2019-09-30,2019,3,52030,53980,9710,9805,111.1
2019-12-31,2019,4,54060,56170,9348,9422,111.3
2020-03-31,2020,1,53460,59790,9386,9454,111.2
2020-06-30,2020,2,53070,59240,9345,9410,112.1
2020-09-30,2020,3,52990,54870,9476,9559,112.9
2020-12-31,2020,4,54420,56670,9534,9635,112.9
2021-03-31,2021,1,54870,58760,9492,9576,114.6
2021-06-30,2021,2,54500,61270,9644,9720,115.3
2021-09-30,2021,3,55250,57720,9937,10031,117.5
2021-12-31,2021,4,56740,58800,9760,9862,118.9
2022-03-31,2022,1,57090,62770,9714,9809,119.8
2022-06-30,2022,2,57280,65780,9945,10049,122.6
2022-09-30,2022,3,57260,59660,10294,10390,125.6
2022-12-31,2022,4,59810,62070,9792,9902,125.9
2016-03-31,2016,1,49000,50810,2423,2436,102.5
2016-06-30,2016,2,48770,50880,2389,2406,103.8
2016-09-30,2016,3,49120,51160,2431,2440,104.2
2016-12-31,2016,4,49680,50570,2449,2471,104.4
2017-03-31,2017,1,49770,51440,2462,2479,105
2017-06-30,2017,2,49900,52230,2464,2480,105.8
2017-09-30,2017,3,49800,51160,2519,2538,105.9
2017-12-31,2017,4,50440,51340,2552,2572,106.1
2018-03-31,2018,1,50350,51980,2579,2595,107.3
2018-06-30,2018,2,50700,51750,2591,2606,108.5
2018-09-30,2018,3,50780,53140,2614,2633,109.5
2018-12-31,2018,4,51170,51950,2659,2674,109.8
2019-03-31,2019,1,51700,52450,2687,2705,110.4
2019-06-30,2019,2,51800,52970,2749,2764,110.6
2019-09-30,2019,3,51920,53350,2766,2790,111.1
2019-12-31,2019,4,53010,54010,2778,2800,111.3
2020-03-31,2020,1,53200,54370,2711,2728,111.2
2020-06-30,2020,2,51830,52790,2673,2690,112.1
2020-09-30,2020,3,53740,55130,2665,2689,112.9
2020-12-31,2020,4,53700,54660,2686,2716,112.9
2021-03-31,2021,1,54660,55630,2668,2683,114.6
2021-06-30,2021,2,54800,56220,2673,2690,115.3
2021-09-30,2021,3,55030,56750,2681,2694,117.5
2021-12-31,2021,4,56000,57160,2725,2742,118.9
2022-03-31,2022,1,55630,57030,2798,2810,119.8
2022-06-30,2022,2,55800,57600,2859,2875,122.6
2022-09-30,2022,3,56030,57060,2905,2920,125.6
2022-12-31,2022,4,57210,58750,2917,2931,125.9
2016-03-31,2016,1,38360,40010,4443,4521,102.5
2016-06-30,2016,2,38300,40850,4507,4606,103.8
2016-09-30,2016,3,38620,39700,4651,4747,104.2
2016-12-31,2016,4,39030,40190,4591,4679,104.4
2017-03-31,2017,1,39290,40550,4544,4633,105
2017-06-30,2017,2,39430,41920,4593,4683,105.8
2017-09-30,2017,3,39300,40120,4720,4800,105.9
2017-12-31,2017,4,40030,40970,4646,4732,106.1
2018-03-31,2018,1,40690,44290,4533,4615,107.3
2018-06-30,2018,2,40660,44310,4582,4669,108.5
2018-09-30,2018,3,40620,41370,4738,4834,109.5
2018-12-31,2018,4,41620,42420,4684,4765,109.8
2019-03-31,2019,1,42060,44210,4596,4679,110.4
2019-06-30,2019,2,42320,45240,4688,4783,110.6
2019-09-30,2019,3,42380,43250,4809,4916,111.1
2019-12-31,2019,4,43330,44110,4722,4814,111.3
2020-03-31,2020,1,43570,49490,4621,4710,111.2
2020-06-30,2020,2,42940,44450,4537,4618,112.1
2020-09-30,2020,3,42840,43420,4620,4724,112.9
2020-12-31,2020,4,44010,45670,4663,4764,112.9
2021-03-31,2021,1,44420,46320,4586,4677,114.6
2021-06-30,2021,2,44680,48090,4549,4650,115.3
2021-09-30,2021,3,44640,45380,4748,4872,117.5
2021-12-31,2021,4,45400,46790,4715,4837,118.9
2022-03-31,2022,1,46070,47860,4608,4721,119.8
2022-06-30,2022,2,46150,48430,4749,4863,122.6
2022-09-30,2022,3,46530,47440,4792,4916,125.6
2022-12-31,2022,4,47600,49440,4726,4844,125.9
2016-03-31,2016,1,40030,41680,8962,9192,102.5
2016-06-30,2016,2,39690,42350,9422,9668,103.8
2016-09-30,2016,3,40050,41550,10028,10315,104.2
2016-12-31,2016,4,40530,42000,9689,9974,104.4
2017-03-31,2017,1,41100,42720,9278,9497,105
2017-06-30,2017,2,40470,43360,9644,9873,105.8
2017-09-30,2017,3,40880,42690,10292,10540,105.9
2017-12-31,2017,4,41490,42940,10106,10378,106.1
2018-03-31,2018,1,41910,44110,9613,9837,107.3
2018-06-30,2018,2,41710,44370,10040,10300,108.5
2018-09-30,2018,3,41750,42960,10570,10837,109.5
2018-12-31,2018,4,42580,44260,10188,10430,109.8
2019-03-31,2019,1,43100,45960,9626,9846,110.4
2019-06-30,2019,2,43040,46800,9967,10199,110.6
2019-09-30,2019,3,43100,44670,10348,10624,111.1
2019-12-31,2019,4,44040,45570,9890,10192,111.3
2020-03-31,2020,1,44230,46210,9503,9730,111.2
2020-06-30,2020,2,44140,47120,9631,9849,112.1
2020-09-30,2020,3,43710,44630,9901,10137,112.9
2020-12-31,2020,4,44780,46270,9680,9949,112.9
2021-03-31,2021,1,45840,48420,8824,9060,114.6
2021-06-30,2021,2,45590,48450,9474,9733,115.3
2021-09-30,2021,3,45500,46650,9976,10271,117.5
2021-12-31,2021,4,46280,47840,9847,10144,118.9
2022-03-31,2022,1,46710,49950,9540,9821,119.8
2022-06-30,2022,2,46720,49580,9854,10152,122.6
2022-09-30,2022,3,46910,49330,10234,10530,125.6
2022-12-31,2022,4,48480,50090,10096,10409,125.9
2016-03-31,2016,1,43600,47730,9956,10025,102.5
2016-06-30,2016,2,40290,42590,9929,10002,103.8
2016-09-30,2016,3,43400,45370,10468,10521,104.2
2016-12-31,2016,4,44540,46150,9905,9966,104.4
2017-03-31,2017,1,44750,48310,9924,10000,105
2017-06-30,2017,2,44570,47300,9965,10031,105.8
2017-09-30,2017,3,44660,46580,10578,10655,105.9
2017-12-31,2017,4,45790,47510,10054,10121,106.1
2018-03-31,2018,1,46190,50140,10094,10170,107.3
2018-06-30,2018,2,45790,48960,10123,10198,108.5
2018-09-30,2018,3,45390,47840,10921,11005,109.5
2018-12-31,2018,4,47450,49500,10201,10276,109.8
2019-03-31,2019,1,47360,52740,10281,10362,110.4
2019-06-30,2019,2,47320,50730,10381,10456,110.6
2019-09-30,2019,3,47030,49950,11153,11241,111.1
2019-12-31,2019,4,48920,50970,10334,10405,111.3
2020-03-31,2020,1,48650,55290,10286,10353,111.2
2020-06-30,2020,2,48390,51370,10237,10296,112.1
2020-09-30,2020,3,47370,52160,10798,10862,112.9
2020-12-31,2020,4,49570,52620,10569,10739,112.9
2021-03-31,2021,1,49260,56120,10193,10245,114.6
2021-06-30,2021,2,49200,53770,10166,10220,115.3
2021-09-30,2021,3,49260,52390,10807,10884,117.5
2021-12-31,2021,4,51040,54100,10106,10182,118.9
2022-03-31,2022,1,50970,57680,10256,10345,119.8
2022-06-30,2022,2,50830,58070,10402,10488,122.6
2022-09-30,2022,3,49560,52870,11085,11171,125.6
2022-12-31,2022,4,53310,56970,10458,10571,125.9
2016-03-31,2016,1,40450,41400,21826,22276,102.5
2016-06-30,2016,2,40620,42260,21716,22182,103.8
2016-09-30,2016,3,40590,41220,21779,22230,104.2
2016-12-31,2016,4,40710,41360,21827,22265,104.4
2017-03-31,2017,1,40930,41820,20901,21291,105
2017-06-30,2017,2,40880,42780,20909,21335,105.8
2017-09-30,2017,3,40960,41750,21127,21580,105.9
2017-12-31,2017,4,41740,42550,21109,21597,106.1
2018-03-31,2018,1,41760,42840,20714,21153,107.3
2018-06-30,2018,2,41840,44580,21212,21722,108.5
2018-09-30,2018,3,41930,42630,21911,22400,109.5
2018-12-31,2018,4,42320,43440,22620,23167,109.8
2019-03-31,2019,1,42660,44150,22611,23097,110.4
2019-06-30,2019,2,42690,45380,23061,23584,110.6
2019-09-30,2019,3,42920,43920,23503,24025,111.1
2019-12-31,2019,4,43670,44970,23269,23754,111.3
2020-03-31,2020,1,43900,45610,23046,23513,111.2
2020-06-30,2020,2,44230,48540,22348,22778,112.1
2020-09-30,2020,3,44360,45280,22388,22821,112.9
2020-12-31,2020,4,45030,46160,22280,22769,112.9
2021-03-31,2021,1,45840,47260,21563,22046,114.6
2021-06-30,2021,2,46140,49070,21756,22256,115.3
2021-09-30,2021,3,45990,47010,22695,23202,117.5
2021-12-31,2021,4,46680,47890,22923,23428,118.9
2022-03-31,2022,1,47170,48810,22850,23363,119.8
2022-06-30,2022,2,47330,50060,23207,23753,122.6
2022-09-30,2022,3,47970,49180,23373,23930,125.6
2022-12-31,2022,4,48900,50740,23674,24189,125.9
2016-03-31,2016,1,51690,55190,7919,7974,102.5
2016-06-30,2016,2,52010,53500,8002,8061,103.8
2016-09-30,2016,3,51940,52490,7855,7902,104.2
2016-12-31,2016,4,52780,55150,7717,7776,104.4
2017-03-31,2017,1,52940,54350,7621,7675,105
2017-06-30,2017,2,53200,54480,7272,7337,105.8
2017-09-30,2017,3,52590,52980,7524,7587,105.9
2017-12-31,2017,4,53750,54870,7283,7342,106.1
2018-03-31,2018,1,54050,56080,7059,7150,107.3
2018-06-30,2018,2,54140,56610,7095,7148,108.5
2018-09-30,2018,3,54110,54800,7235,7291,109.5
2018-12-31,2018,4,55430,56820,7200,7269,109.8
2019-03-31,2019,1,55740,58100,7819,7880,110.4
2019-06-30,2019,2,55930,57070,7920,8002,110.6
2019-09-30,2019,3,55570,56040,8137,8202,111.1
2019-12-31,2019,4,57220,57830,8068,8140,111.3
2020-03-31,2020,1,56980,58430,8225,8283,111.2
2020-06-30,2020,2,56780,61430,8237,8290,112.1
2020-09-30,2020,3,56740,58830,8248,8310,112.9
2020-12-31,2020,4,57580,58560,8239,8300,112.9
2021-03-31,2021,1,58180,64530,8289,8350,114.6
2021-06-30,2021,2,57980,62670,8305,8370,115.3
2021-09-30,2021,3,58060,59060,8439,8504,117.5
2021-12-31,2021,4,59190,60280,8401,8475,118.9
2022-03-31,2022,1,59320,62540,8521,8577,119.8
2022-06-30,2022,2,59470,61430,8583,8663,122.6
2022-09-30,2022,3,59410,60410,8865,8936,125.6
2022-12-31,2022,4,61540,62870,8896,8977,125.9
2016-03-31,2016,1,45280,47040,7909,7983,102.5
2016-06-30,2016,2,45580,47780,7999,8073,103.8
2016-09-30,2016,3,45480,47210,7969,8058,104.2
2016-12-31,2016,4,46210,47570,7551,7615,104.4
2017-03-31,2017,1,46390,48250,7549,7624,105
2017-06-30,2017,2,46410,51250,7622,7692,105.8
2017-09-30,2017,3,46300,47770,7742,7815,105.9
2017-12-31,2017,4,47410,49160,7629,7710,106.1
2018-03-31,2018,1,47750,50420,7510,7576,107.3
2018-06-30,2018,2,47670,50880,7503,7592,108.5
2018-09-30,2018,3,47610,49020,7546,7622,109.5
2018-12-31,2018,4,48730,50730,7362,7440,109.8
2019-03-31,2019,1,48990,51190,7326,7399,110.4
2019-06-30,2019,2,49220,52050,7392,7472,110.6
2019-09-30,2019,3,49280,51310,7527,7602,111.1
2019-12-31,2019,4,50420,52240,7494,7566,111.3
2020-03-31,2020,1,50440,52680,7235,7308,111.2
2020-06-30,2020,2,50240,53080,7206,7269,112.1
2020-09-30,2020,3,50200,51900,7232,7295,112.9
2020-12-31,2020,4,50770,52800,7114,7181,112.9
2021-03-31,2021,1,51370,53340,7119,7183,114.6
2021-06-30,2021,2,51560,54510,7174,7254,115.3
2021-09-30,2021,3,51810,53580,7300,7390,117.5
2021-12-31,2021,4,53880,55950,7430,7522,118.9
2022-03-31,2022,1,54020,56790,7553,7625,119.8
2022-06-30,2022,2,54330,59740,7627,7698,122.6
2022-09-30,2022,3,54700,56470,7940,8023,125.6
2022-12-31,2022,4,56350,58780,8039,8120,125.9
2016-03-31,2016,1,46690,52000,20085,20304,102.5
2016-06-30,2016,2,46900,49140,19396,19626,103.8
2016-09-30,2016,3,46810,48300,18829,19042,104.2
2016-12-31,2016,4,47130,48900,18092,18300,104.4
2017-03-31,2017,1,47390,51310,17567,17778,105
2017-06-30,2017,2,47330,50090,17284,17501,105.8
2017-09-30,2017,3,47430,48850,17409,17611,105.9
2017-12-31,2017,4,48200,49950,17281,17479,106.1
2018-03-31,2018,1,48350,56270,16995,17204,107.3
2018-06-30,2018,2,48630,51570,17093,17285,108.5
2018-09-30,2018,3,48890,50180,17578,17789,109.5
2018-12-31,2018,4,49800,51990,17596,17803,109.8
2019-03-31,2019,1,49850,59940,17793,17991,110.4
2019-06-30,2019,2,50260,53810,18103,18324,110.6
2019-09-30,2019,3,50240,51890,18445,18690,111.1
2019-12-31,2019,4,51430,53800,18014,18231,111.3
2020-03-31,2020,1,51440,58290,18112,18350,111.2
2020-06-30,2020,2,51060,53540,17612,17805,112.1
2020-09-30,2020,3,51320,52780,17366,17551,112.9
2020-12-31,2020,4,52000,53490,17268,17500,112.9
2021-03-31,2021,1,52870,58600,17074,17276,114.6
2021-06-30,2021,2,53130,56300,17191,17402,115.3
2021-09-30,2021,3,53370,54780,17392,17635,117.5
2021-12-31,2021,4,54010,55970,17422,17697,118.9
2022-03-31,2022,1,54540,61680,17390,17628,119.8
2022-06-30,2022,2,54910,57750,17472,17715,122.6
2022-09-30,2022,3,55540,57150,17837,18069,125.6
2022-12-31,2022,4,56630,58750,17857,18098,125.9
2016-03-31,2016,1,38570,40950,2460,2490,102.5
2016-06-30,2016,2,39090,42350,2617,2654,103.8
2016-09-30,2016,3,38830,40050,2668,2706,104.2
2016-12-31,2016,4,39330,40720,2651,2689,104.4
2017-03-31,2017,1,39510,40960,2655,2698,105
2017-06-30,2017,2,39480,41030,2685,2724,105.8
2017-09-30,2017,3,39650,40810,2725,2771,105.9
2017-12-31,2017,4,40120,41960,2739,2785,106.1
2018-03-31,2018,1,40570,42260,2767,2807,107.3
2018-06-30,2018,2,40620,44920,2765,2813,108.5
2018-09-30,2018,3,40930,41790,2839,2889,109.5
2018-12-31,2018,4,41450,43780,2815,2868,109.8
2019-03-31,2019,1,41660,43510,2809,2860,110.4
2019-06-30,2019,2,41870,44170,2794,2841,110.6
2019-09-30,2019,3,42120,42870,2821,2868,111.1
2019-12-31,2019,4,42550,44630,2802,2849,111.3
2020-03-31,2020,1,42870,44530,2787,2842,111.2
2020-06-30,2020,2,41650,42610,2560,2601,112.1
2020-09-30,2020,3,43040,43890,2523,2572,112.9
2020-12-31,2020,4,43570,45110,2646,2696,112.9
2021-03-31,2021,1,44050,45780,2641,2693,114.6
2021-06-30,2021,2,44180,46340,2685,2731,115.3
2021-09-30,2021,3,43930,44620,2776,2836,117.5
2021-12-31,2021,4,44470,45960,2769,2819,118.9
2022-03-31,2022,1,44750,46290,2746,2795,119.8
2022-06-30,2022,2,45110,47610,2716,2760,122.6
2022-09-30,2022,3,47650,48260,3071,3120,125.6
2022-12-31,2022,4,48780,50160,3114,3158,125.9
2016-03-31,2016,1,46870,48870,19715,19850,102.5
2016-06-30,2016,2,46350,52580,19327,19480,103.8
2016-09-30,2016,3,46860,48590,18568,18721,104.2
2016-12-31,2016,4,46350,48410,18233,18412,104.4
2017-03-31,2017,1,46680,48730,17862,18018,105
2017-06-30,2017,2,45620,50430,17314,17466,105.8
2017-09-30,2017,3,46020,47800,17286,17461,105.9
2017-12-31,2017,4,46670,48660,17215,17376,106.1
2018-03-31,2018,1,45990,49230,17399,17554,107.3
2018-06-30,2018,2,46110,53400,17590,17739,108.5
2018-09-30,2018,3,46320,48080,17776,17948,109.5
2018-12-31,2018,4,46770,48820,18080,18212,109.8
2019-03-31,2019,1,46960,49670,18368,18510,110.4
2019-06-30,2019,2,46710,53410,18289,18439,110.6
2019-09-30,2019,3,47540,49780,18393,18528,111.1
2019-12-31,2019,4,47910,50620,18718,18856,111.3
2020-03-31,2020,1,48300,51140,18279,18397,111.2
2020-06-30,2020,2,49100,56010,17274,17382,112.1
2020-09-30,2020,3,48860,50370,16666,16784,112.9
2020-12-31,2020,4,48960,51460,16766,17025,112.9
2021-03-31,2021,1,49560,51970,16316,16433,114.6
2021-06-30,2021,2,50040,53620,15882,16015,115.3
2021-09-30,2021,3,50400,52220,15757,15907,117.5
2021-12-31,2021,4,50750,53360,15736,15899,118.9
2022-03-31,2022,1,51170,53910,15506,15659,119.8
2022-06-30,2022,2,50750,54820,15469,15619,122.6
2022-09-30,2022,3,51670,54190,15563,15713,125.6
2022-12-31,2022,4,52510,55850,15655,15788,125.9
2016-03-31,2016,1,36230,37410,4692,4791,102.5
2016-06-30,2016,2,36350,37710,4712,4825,103.8
2016-09-30,2016,3,36070,36240,4678,4780,104.2
2016-12-31,2016,4,36450,36680,4759,4876,104.4
2017-03-31,2017,1,36860,40650,4719,4818,105
2017-06-30,2017,2,36860,38580,4724,4820,105.8
2017-09-30,2017,3,37330,38060,4760,4883,105.9
2017-12-31,2017,4,37750,38210,4752,4847,106.1
2018-03-31,2018,1,37820,39530,4730,4849,107.3
2018-06-30,2018,2,37910,39620,4702,4815,108.5
2018-09-30,2018,3,38020,38250,4708,4840,109.5
2018-12-31,2018,4,38860,39340,4714,4846,109.8
2019-03-31,2019,1,39230,39760,4661,4791,110.4
2019-06-30,2019,2,39150,41410,4671,4792,110.6
2019-09-30,2019,3,39640,40160,4671,4802,111.1
2019-12-31,2019,4,40660,40970,4547,4675,111.3
2020-03-31,2020,1,40870,41860,4528,4642,111.2
2020-06-30,2020,2,39180,40000,4386,4480,112.1
2020-09-30,2020,3,40710,44650,4364,4472,112.9
2020-12-31,2020,4,41270,41660,4571,4708,112.9
2021-03-31,2021,1,40640,43990,4640,4755,114.6
2021-06-30,2021,2,41070,42650,4765,4890,115.3
2021-09-30,2021,3,41570,42050,4774,4912,117.5
2021-12-31,2021,4,41860,42400,4897,5024,118.9
2022-03-31,2022,1,42860,46060,4928,5044,119.8
2022-06-30,2022,2,42670,45130,4959,5082,122.6
2022-09-30,2022,3,43500,44140,4957,5097,125.6
2022-12-31,2022,4,44610,45050,4835,4964,125.9
2016-03-31,2016,1,40690,41470,3148,3280,102.5
2016-06-30,2016,2,40900,41390,3154,3289,103.8
2016-09-30,2016,3,40990,41260,3248,3402,104.2
2016-12-31,2016,4,41610,41980,3274,3413,104.4
2017-03-31,2017,1,42070,44740,3206,3330,105
2017-06-30,2017,2,42470,42790,3236,3377,105.8
2017-09-30,2017,3,41910,42400,3393,3522,105.9
2017-12-31,2017,4,42860,43200,3317,3463,106.1
2018-03-31,2018,1,42860,44960,3249,3372,107.3
2018-06-30,2018,2,43320,43910,3262,3387,108.5
2018-09-30,2018,3,43150,43360,3433,3563,109.5
2018-12-31,2018,4,44030,47980,3365,3507,109.8
2019-03-31,2019,1,44380,45550,3298,3439,110.4
2019-06-30,2019,2,44320,45090,3406,3545,110.6
2019-09-30,2019,3,44510,44720,3540,3671,111.1
2019-12-31,2019,4,45610,45940,3451,3589,111.3
2020-03-31,2020,1,46030,47800,3363,3500,111.2
2020-06-30,2020,2,45280,45720,3200,3324,112.1
2020-09-30,2020,3,45860,46140,3238,3365,112.9
2020-12-31,2020,4,46840,47310,3341,3489,112.9
2021-03-31,2021,1,47450,49540,3267,3408,114.6
2021-06-30,2021,2,47680,48720,3303,3454,115.3
2021-09-30,2021,3,47680,47960,3381,3529,117.5
2021-12-31,2021,4,49030,49350,3409,3572,118.9
2022-03-31,2022,1,49510,52140,3393,3533,119.8
2022-06-30,2022,2,50140,52350,3542,3716,122.6
2022-09-30,2022,3,50150,50860,3674,3837,125.6
2022-12-31,2022,4,51970,52430,3571,3734,125.9
2016-03-31,2016,1,43270,45450,18752,19089,102.5
2016-06-30,2016,2,42790,45680,18812,19147,103.8
2016-09-30,2016,3,43310,45090,18602,18929,104.2
2016-12-31,2016,4,43830,45660,18510,18866,104.4
2017-03-31,2017,1,44010,46210,18236,18559,105
2017-06-30,2017,2,43540,46960,18723,19073,105.8
2017-09-30,2017,3,43820,45650,18919,19267,105.9
2017-12-31,2017,4,44440,46370,18779,19167,106.1
2018-03-31,2018,1,44980,47290,17964,18302,107.3
2018-06-30,2018,2,44670,47710,18484,18862,108.5
2018-09-30,2018,3,44730,46290,19463,19838,109.5
2018-12-31,2018,4,45420,47330,19535,19939,109.8
2019-03-31,2019,1,45690,48010,19590,19954,110.4
2019-06-30,2019,2,45540,49380,19974,20363,110.6
2019-09-30,2019,3,45960,47690,20345,20765,111.1
2019-12-31,2019,4,46790,48540,20057,20452,111.3
2020-03-31,2020,1,46980,49320,19790,20168,111.2
2020-06-30,2020,2,47060,50600,19273,19626,112.1
2020-09-30,2020,3,46960,48660,19448,19845,112.9
2020-12-31,2020,4,47590,49640,19409,19831,112.9
2021-03-31,2021,1,48210,50720,19054,19470,114.6
2021-06-30,2021,2,48260,52000,18836,19261,115.3
2021-09-30,2021,3,48310,50100,19618,20083,117.5
2021-12-31,2021,4,49090,51130,19871,20344,118.9
2022-03-31,2022,1,49640,51970,19533,20029,119.8
2022-06-30,2022,2,49890,53810,19473,19993,122.6
2022-09-30,2022,3,50620,52470,19827,20307,125.6
2022-12-31,2022,4,51630,54090,20288,20783,125.9
2016-03-31,2016,1,52780,55090,15486,15721,102.5
2016-06-30,2016,2,52810,54780,15632,15884,103.8
2016-09-30,2016,3,52140,53170,16316,16567,104.2
2016-12-31,2016,4,53590,54800,16010,16277,104.4
2017-03-31,2017,1,54060,56470,15885,16102,105
2017-06-30,2017,2,54120,62510,15725,15984,105.8
2017-09-30,2017,3,54050,55170,16235,16519,105.9
2017-12-31,2017,4,55420,56980,15842,16088,106.1
2018-03-31,2018,1,55820,58290,15676,15901,107.3
2018-06-30,2018,2,55830,58410,15645,15876,108.5
2018-09-30,2018,3,55330,56590,16267,16513,109.5
2018-12-31,2018,4,57220,59000,15833,16061,109.8
2019-03-31,2019,1,57530,60330,15810,16023,110.4
2019-06-30,2019,2,57870,60420,15838,16067,110.6
2019-09-30,2019,3,57880,59180,16552,16819,111.1
2019-12-31,2019,4,59720,61550,16183,16437,111.3
2020-03-31,2020,1,60200,62440,16030,16247,111.2
2020-06-30,2020,2,60460,63600,16102,16311,112.1
2020-09-30,2020,3,59450,60870,16706,16929,112.9
2020-12-31,2020,4,60370,62170,16471,16685,112.9
2021-03-31,2021,1,62070,66670,16334,16542,114.6
2021-06-30,2021,2,62070,64820,16510,16715,115.3
2021-09-30,2021,3,62190,63510,17091,17333,117.5
2021-12-31,2021,4,63850,65410,16937,17185,118.9
2022-03-31,2022,1,63930,67590,16818,17009,119.8
2022-06-30,2022,2,64550,67600,16954,17178,122.6
2022-09-30,2022,3,64200,65530,17570,17788,125.6
2022-12-31,2022,4,66840,68450,17603,17892,125.9
2016-03-31,2016,1,42480,43200,2128,2458,102.5
2016-06-30,2016,2,42650,43340,2157,2543,103.8
2016-09-30,2016,3,42300,42770,2274,2640,104.2
2016-12-31,2016,4,43490,44200,2263,2641,104.4
2017-03-31,2017,1,43710,44440,2231,2598,105
2017-06-30,2017,2,43660,44410,2270,2655,105.8
2017-09-30,2017,3,43870,44370,2387,2749,105.9
2017-12-31,2017,4,44820,45620,2353,2748,106.1
2018-03-31,2018,1,44800,45560,2362,2730,107.3
2018-06-30,2018,2,44920,45690,2396,2795,108.5
2018-09-30,2018,3,44710,45210,2494,2881,109.5
2018-12-31,2018,4,46350,47110,2424,2794,109.8
2019-03-31,2019,1,46290,47160,2353,2725,110.4
2019-06-30,2019,2,46370,47090,2368,2745,110.6
2019-09-30,2019,3,46340,46870,2504,2885,111.1
2019-12-31,2019,4,47790,48340,2427,2824,111.3
2020-03-31,2020,1,47870,48770,2503,2842,111.2
2020-06-30,2020,2,47940,49150,2514,2878,112.1
2020-09-30,2020,3,47270,47930,2671,3006,112.9
2020-12-31,2020,4,48320,49010,2618,2978,112.9
2021-03-31,2021,1,48780,49740,2624,2929,114.6
2021-06-30,2021,2,48610,49670,2648,2944,115.3
2021-09-30,2021,3,48680,49460,2740,3051,117.5
2021-12-31,2021,4,50350,51130,2665,3001,118.9
2022-03-31,2022,1,50510,51470,2669,2971,119.8
2022-06-30,2022,2,50550,51680,2696,2996,122.6
2022-09-30,2022,3,50590,51330,2801,3108,125.6
2022-12-31,2022,4,52220,53060,2721,3079,125.9
2016-03-31,2016,1,39960,40780,2485,2876,102.5
2016-06-30,2016,2,39770,40730,2554,2936,103.8
2016-09-30,2016,3,39310,39790,2702,3092,104.2
2016-12-31,2016,4,40300,40930,2612,3011,104.4
2017-03-31,2017,1,40720,41420,2637,3034,105
2017-06-30,2017,2,40710,42070,2626,3034,105.8
2017-09-30,2017,3,40650,41340,2710,3122,105.9
2017-12-31,2017,4,41910,42540,2659,3079,106.1
2018-03-31,2018,1,41960,42910,2639,3020,107.3
2018-06-30,2018,2,41940,42900,2729,3128,108.5
2018-09-30,2018,3,41680,42230,2898,3286,109.5
2018-12-31,2018,4,42870,43450,2781,3188,109.8
2019-03-31,2019,1,43350,44200,2736,3105,110.4
2019-06-30,2019,2,43520,45060,2774,3146,110.6
2019-09-30,2019,3,43410,44020,2894,3273,111.1
2019-12-31,2019,4,44670,45260,2803,3182,111.3
2020-03-31,2020,1,45160,46210,2690,3062,111.2
2020-06-30,2020,2,45080,47420,2713,3077,112.1
2020-09-30,2020,3,44620,45350,2833,3194,112.9
2020-12-31,2020,4,45260,45960,2773,3132,112.9
2021-03-31,2021,1,45610,46570,2727,3037,114.6
2021-06-30,2021,2,45470,47200,2749,3055,115.3
2021-09-30,2021,3,45450,46160,2853,3170,117.5
2021-12-31,2021,4,46980,48110,2815,3119,118.9
2022-03-31,2022,1,47260,48160,2792,3116,119.8
2022-06-30,2022,2,47240,49680,2835,3183,122.6
